BLOCK,FLOOR,FLAT,PRICE,SFA
4,31,H,7.28,506
4,18,B,7.28,539
5,18,A,7.28,506
6,20,A,7.28,506
5,30,A,7.28,506
4,23,A,7.28,506
8,6,E,7.28,561
11,3,H,7.28,561
7,11,G,7.28,542
12,7,H,7.28,561
5,32,A,7.28,506
11,3,E,7.27,561
4,21,A,7.27,506
2,12,H,7.27,531
4,29,A,7.27,506
4,30,A,7.27,506
5,21,A,7.27,506
12,7,E,7.27,561
6,24,H,7.27,506
6,22,A,7.27,506
2,12,H,7.27,531
5,33,A,7.27,506
6,17,H,7.27,506
3,19,B,7.27,504
3,17,G,7.27,515
7,32,H,7.26,506
3,20,G,7.26,515
4,33,A,7.26,506
4,28,A,7.26,506
12,13,E,7.26,561
3,24,G,7.26,515
4,18,H,7.26,506
11,7,E,7.26,561
11,30,E,7.26,561
5,20,A,7.26,506
5,30,A,7.26,506
3,22,B,7.25,504
7,21,H,7.25,506
3,18,B,7.25,504
4,25,H,7.25,506
3,32,B,7.25,504
4,26,A,7.25,506
10,4,H,7.25,561
12,3,H,7.25,561
4,27,H,7.25,506
11,31,E,7.25,561
5,20,A,7.25,506
2,13,H,7.25,531
4,19,A,7.25,506
5,23,A,7.24,506
9,5,E,7.24,561
12,28,E,7.24,561
4,18,H,7.24,506
3,21,G,7.24,515
7,22,A,7.24,506
11,7,H,7.24,561
7,32,H,7.24,506
4,31,H,7.24,506
5,23,A,7.24,506
11,13,H,7.24,561
6,30,H,7.24,506
4,21,H,7.24,506
7,22,A,7.23,506
11,3,H,7.23,561
7,31,H,7.23,506
7,30,A,7.23,506
7,32,H,7.23,506
12,6,E,7.23,561
4,20,H,7.23,506
7,26,H,7.23,506
6,27,H,7.23,506
7,26,A,7.23,506
3,27,B,7.23,504
5,24,A,7.22,506
6,20,H,7.22,506
7,23,A,7.22,506
4,21,H,7.22,506
4,25,A,7.22,506
3,24,G,7.22,515
9,12,E,7.22,561
3,33,B,7.22,504
7,30,H,7.22,506
4,19,H,7.21,506
6,19,H,7.21,506
6,17,A,7.21,506
4,30,H,7.21,506
11,4,H,7.21,561
3,13,G,7.21,515
7,22,H,7.21,506
3,26,B,7.21,504
11,2,E,7.20,561
12,6,E,7.20,561
7,19,H,7.20,506
4,19,H,7.20,506
9,13,E,7.20,561
2,17,H,7.20,531
3,16,B,7.20,504
10,4,H,7.20,561
6,17,A,7.20,506
4,34,A,7.19,506
6,32,A,7.19,506
7,18,H,7.19,506
4,34,H,7.19,506
7,18,H,7.19,506
7,19,A,7.19,506
6,24,A,7.19,506
6,17,A,7.19,506
7,24,A,7.19,506
4,29,A,7.19,506
6,18,G,7.19,551
3,14,G,7.18,515
11,16,H,7.18,561
5,32,A,7.18,506
5,19,A,7.18,506
5,30,A,7.18,506
6,27,A,7.18,506
5,17,A,7.17,506
5,26,A,7.17,506
6,32,A,7.17,506
4,26,H,7.17,506
3,14,G,7.17,515
4,34,A,7.17,506
5,30,H,7.17,506
6,22,A,7.17,506
4,33,H,7.17,506
5,29,H,7.17,506
5,25,A,7.16,506
4,15,A,7.16,506
7,26,H,7.16,506
7,18,A,7.16,506
5,31,H,7.16,506
7,25,H,7.16,506
3,28,B,7.16,504
3,34,B,7.16,504
4,24,H,7.16,506
4,15,A,7.16,506
4,18,H,7.16,506
10,9,H,7.16,561
3,19,B,7.16,504
7,18,A,7.15,506
4,17,H,7.15,506
11,3,E,7.15,561
3,15,B,7.15,504
7,27,A,7.15,506
3,13,G,7.15,515
7,29,A,7.15,506
6,15,H,7.15,506
12,4,H,7.15,561
4,29,A,7.15,506
12,4,E,7.15,561
11,3,H,7.15,561
7,28,A,7.15,506
5,31,H,7.15,506
4,26,H,7.15,506
5,15,A,7.15,506
7,18,H,7.15,506
5,20,A,7.15,506
4,34,A,7.14,506
7,6,G,7.14,542
7,30,A,7.14,506
7,18,G,7.14,542
7,19,H,7.14,506
7,24,H,7.14,506
4,30,H,7.14,506
4,15,H,7.14,506
7,17,H,7.14,506
3,22,B,7.14,504
6,13,H,7.14,506
7,24,H,7.13,506
3,15,B,7.13,504
5,12,B,7.13,539
11,14,E,7.13,561
5,21,A,7.13,506
5,23,H,7.13,506
11,2,H,7.13,561
4,15,A,7.13,506
11,12,H,7.13,561
4,34,A,7.13,506
7,21,A,7.13,506
6,21,H,7.13,506
9,11,E,7.12,561
5,31,A,7.12,506
8,4,E,7.12,561
4,26,A,7.12,506
4,24,A,7.12,506
6,12,H,7.12,506
7,29,H,7.12,506
4,18,A,7.12,506
7,14,G,7.12,542
7,18,H,7.11,506
7,7,G,7.11,542
7,15,A,7.11,506
3,20,G,7.11,515
12,15,E,7.11,561
4,14,G,7.11,539
4,18,A,7.11,506
5,21,H,7.11,506
4,15,A,7.11,506
4,27,A,7.10,506
7,17,H,7.10,506
4,13,A,7.10,506
4,26,A,7.10,506
7,15,H,7.10,506
6,26,A,7.10,506
7,22,A,7.10,506
5,34,A,7.10,506
11,3,E,7.10,561
7,29,A,7.10,506
6,19,G,7.10,551
4,17,A,7.10,506
7,5,G,7.10,542
3,14,G,7.10,515
10,2,H,7.10,561
6,13,A,7.10,506
4,31,H,7.09,506
4,27,A,7.09,506
5,28,H,7.09,506
4,15,A,7.09,506
7,8,G,7.09,542
4,25,B,7.09,539
3,34,B,7.08,504
4,20,H,7.08,506
5,13,A,7.08,506
5,32,H,7.08,506
7,13,A,7.08,506
5,28,H,7.08,506
6,14,A,7.08,506
5,31,H,7.08,506
3,13,B,7.08,504
5,31,H,7.07,506
7,16,A,7.07,506
6,32,G,7.07,551
6,18,H,7.07,506
6,16,A,7.07,506
6,13,A,7.07,506
5,30,H,7.07,506
11,2,H,7.06,561
11,2,H,7.06,561
5,19,H,7.06,506
9,6,E,7.06,561
5,33,H,7.06,506
5,34,A,7.06,506
7,12,A,7.06,506
5,13,A,7.06,506
12,2,E,7.06,561
6,12,H,7.06,506
4,31,A,7.06,506
5,13,A,7.06,506
5,18,H,7.06,506
7,11,G,7.05,542
7,17,H,7.05,506
5,14,A,7.05,506
6,16,H,7.05,506
4,12,A,7.04,506
4,20,H,7.04,506
6,13,A,7.04,506
4,21,A,7.04,506
11,2,H,7.04,561
4,13,A,7.04,506
4,13,H,7.04,506
4,17,H,7.04,506
7,5,G,7.04,542
6,13,A,7.03,506
5,14,A,7.03,506
5,34,H,7.03,506
7,11,A,7.03,506
4,31,B,7.03,539
7,12,A,7.03,506
7,24,H,7.02,506
7,18,H,7.02,506
12,4,E,7.02,561
5,32,H,7.02,506
7,8,G,7.02,542
7,14,H,7.02,506
7,24,A,7.02,506
6,14,A,7.02,506
6,14,G,7.02,551
5,34,H,7.02,506
7,16,A,7.02,506
2,11,H,7.02,531
5,34,H,7.02,506
7,10,G,7.01,542
4,14,A,7.01,506
7,14,A,7.01,506
2,17,H,7.01,531
4,14,A,7.01,506
5,30,H,7.01,506
5,15,A,7.01,506
10,11,H,7.00,561
6,12,H,7.00,506
11,7,H,7.00,561
2,9,H,7.00,531
5,11,A,6.99,506
3,26,B,6.99,504
5,9,A,6.99,506
3,17,B,6.99,504
5,20,H,6.98,506
6,11,H,6.98,506
7,29,H,6.98,506
7,17,H,6.98,506
6,14,H,6.97,506
7,15,H,6.97,506
4,11,A,6.97,506
6,31,A,6.97,506
7,14,B,6.96,551
5,9,A,6.96,506
4,10,H,6.96,506
3,23,G,6.96,515
3,10,B,6.96,504
5,25,H,6.96,506
4,14,A,6.96,506
11,14,H,6.95,561
5,24,B,6.95,539
5,15,A,6.95,506
7,8,A,6.94,506
4,9,H,6.93,506
7,8,H,6.93,506
5,13,H,6.93,506
5,14,A,6.93,506
7,10,H,6.93,506
5,17,A,6.93,506
2,20,H,6.93,531
7,4,G,6.93,542
3,10,B,6.93,504
4,10,A,6.93,506
5,18,H,6.92,506
7,11,A,6.92,506
7,14,H,6.92,506
5,14,A,6.91,506
4,13,H,6.91,506
6,13,A,6.91,506
6,8,H,6.91,506
5,8,A,6.91,506
7,9,G,6.91,542
10,4,H,6.91,561
4,15,A,6.91,506
6,11,A,6.90,506
6,12,A,6.90,506
5,22,H,6.90,506
7,4,G,6.90,542
7,9,H,6.90,506
5,8,A,6.90,506
7,14,H,6.90,506
5,12,H,6.90,506
6,14,A,6.89,506
7,19,B,6.89,499
6,8,A,6.89,506
7,8,H,6.89,506
5,7,A,6.89,506
6,8,H,6.89,506
7,19,B,6.88,499
7,10,H,6.88,506
5,34,H,6.88,506
5,9,A,6.88,506
7,31,A,6.88,506
4,8,A,6.87,506
5,34,H,6.87,506
5,14,A,6.87,506
6,7,A,6.86,506
7,7,G,6.86,542
6,14,A,6.86,506
7,24,B,6.85,499
4,12,A,6.85,506
5,11,H,6.85,506
5,26,A,6.85,506
6,5,A,6.85,506
4,9,A,6.84,506
4,12,B,6.84,539
5,9,A,6.84,506
7,9,A,6.83,506
4,8,H,6.83,506
7,14,H,6.83,506
6,8,H,6.83,506
7,14,H,6.83,506
7,18,H,6.83,506
7,9,H,6.81,506
5,21,H,6.81,506
6,5,H,6.81,506
5,13,H,6.81,506
5,20,H,6.80,506
3,5,B,6.80,504
4,7,H,6.80,506
2,4,H,6.79,531
5,6,A,6.79,506
5,14,H,6.79,506
4,6,H,6.79,506
5,11,H,6.79,506
4,6,H,6.79,506
4,24,H,6.79,506
4,18,H,6.79,506
5,8,A,6.78,506
4,14,A,6.78,506
4,6,H,6.78,506
6,14,H,6.78,506
6,18,H,6.78,506
7,24,A,6.78,506
7,10,H,6.78,506
6,8,A,6.78,506
6,6,H,6.77,506
7,5,A,6.77,506
6,7,A,6.77,506
5,12,H,6.77,506
2,4,H,6.77,531
7,5,A,6.77,506
5,9,A,6.77,506
7,6,H,6.77,506
5,14,H,6.77,506
4,6,H,6.77,506
4,7,A,6.76,506
7,17,G,6.76,542
4,18,A,6.76,506
7,6,H,6.75,506
11,2,E,6.75,561
6,6,A,6.75,506
7,13,B,6.75,499
3,5,B,6.74,504
7,12,B,6.74,499
7,15,G,6.74,542
2,4,H,6.74,531
6,6,A,6.73,506
6,7,A,6.72,506
4,9,H,6.72,506
3,24,B,6.72,504
5,10,B,6.71,486
4,8,H,6.71,506
12,4,E,6.71,561
4,5,A,6.71,506
4,16,A,6.70,506
7,14,H,6.69,506
6,4,H,6.69,506
5,7,A,6.69,506
4,11,G,6.69,486
5,9,H,6.68,506
6,8,G,6.68,499
6,8,G,6.68,499
6,4,H,6.68,506
7,14,B,6.67,499
4,8,B,6.67,486
6,4,H,6.67,506
10,2,H,6.66,561
7,6,B,6.66,499
3,29,G,6.66,515
5,9,B,6.66,486
4,7,A,6.66,506
7,15,G,6.66,542
4,33,H,6.66,506
5,10,H,6.65,506
2,32,H,6.64,531
5,9,B,6.64,486
7,5,H,6.64,506
7,5,A,6.64,506
4,4,A,6.64,506
7,5,B,6.64,499
4,10,B,6.64,486
4,5,H,6.64,506
2,4,H,6.64,531
4,5,A,6.63,506
5,6,A,6.63,506
4,24,H,6.63,506
5,9,H,6.63,506
3,28,A,6.63,454
4,8,G,6.63,486
7,4,A,6.63,506
2,32,H,6.63,531
4,7,G,6.62,486
5,10,B,6.62,486
7,29,H,6.62,506
5,9,H,6.62,506
7,4,A,6.62,506
4,7,B,6.61,486
5,34,H,6.61,506
3,28,A,6.61,454
5,4,A,6.61,506
6,8,G,6.61,499
7,9,B,6.61,499
3,30,H,6.61,454
5,4,A,6.61,506
6,14,H,6.61,506
5,9,B,6.60,486
4,4,H,6.60,506
3,30,H,6.60,454
4,7,B,6.60,486
6,9,G,6.60,499
3,26,A,6.59,454
3,32,A,6.59,454
3,25,A,6.59,454
4,5,A,6.59,506
7,10,G,6.59,542
7,4,A,6.59,506
3,29,H,6.58,454
5,4,A,6.57,506
5,5,H,6.57,506
7,17,H,6.57,506
4,11,G,6.57,486
7,9,G,6.57,542
6,6,G,6.57,499
4,6,G,6.57,486
5,9,A,6.57,506
3,29,A,6.57,454
7,6,B,6.57,499
5,9,B,6.56,486
4,5,H,6.56,506
7,5,A,6.56,506
4,4,H,6.56,506
3,33,B,6.55,504
3,21,A,6.55,454
12,28,C,6.55,431
3,14,G,6.55,515
3,4,B,6.55,504
7,6,H,6.55,506
3,25,H,6.55,454
7,5,B,6.55,499
4,7,G,6.55,486
11,28,C,6.55,431
4,8,G,6.55,486
3,33,H,6.54,454
4,9,G,6.54,486
9,30,B,6.54,431
8,26,C,6.54,431
5,7,B,6.54,486
8,26,C,6.54,431
5,8,B,6.54,486
3,32,H,6.54,454
3,21,H,6.54,454
3,29,A,6.54,454
8,28,B,6.54,431
4,18,A,6.54,506
9,25,B,6.54,431
9,31,B,6.54,431
9,25,B,6.54,431
8,28,C,6.54,431
9,31,B,6.53,431
8,29,C,6.53,431
11,29,B,6.53,431
8,26,B,6.53,431
4,11,H,6.53,506
9,32,B,6.53,431
11,30,B,6.53,431
3,29,H,6.53,454
3,23,H,6.53,454
8,32,C,6.53,431
3,22,B,6.53,504
5,6,B,6.53,486
12,25,B,6.53,431
9,32,C,6.53,431
12,32,B,6.53,431
12,32,C,6.52,431
3,26,A,6.52,454
5,8,B,6.52,486
3,21,A,6.52,454
9,32,C,6.52,431
9,28,B,6.52,431
8,25,B,6.52,431
3,28,A,6.52,454
12,31,C,6.52,431
10,29,B,6.52,431
3,21,A,6.52,454
5,6,B,6.52,486
12,26,B,6.51,431
10,31,C,6.51,431
8,31,B,6.51,431
8,33,C,6.51,431
10,30,C,6.51,431
4,26,A,6.51,506
10,31,B,6.51,431
5,5,B,6.51,486
11,33,B,6.51,431
5,5,H,6.51,506
7,5,B,6.51,499
11,32,C,6.51,431
11,30,B,6.51,431
12,30,B,6.51,431
4,11,G,6.51,486
3,19,H,6.51,454
3,23,H,6.50,454
12,33,B,6.50,431
4,6,G,6.50,486
8,28,B,6.50,431
9,29,C,6.50,431
12,26,B,6.50,431
12,28,B,6.50,431
11,33,B,6.50,431
1,26,E,6.50,444
9,22,C,6.50,431
3,29,A,6.50,454
10,28,C,6.50,431
12,22,B,6.50,431
12,32,B,6.50,431
12,31,B,6.50,431
9,27,C,6.50,431
8,28,C,6.49,431
9,30,C,6.49,431
12,22,C,6.49,431
4,6,B,6.49,486
10,30,C,6.49,431
10,25,B,6.49,431
1,29,E,6.49,444
9,31,B,6.49,431
9,27,B,6.49,431
9,26,B,6.49,431
8,21,C,6.49,431
3,19,H,6.49,454
12,32,B,6.49,431
4,4,H,6.49,506
1,27,E,6.49,444
9,31,C,6.49,431
10,32,C,6.49,431
9,23,C,6.49,431
3,17,A,6.49,454
8,27,B,6.49,431
5,5,H,6.49,506
8,25,B,6.49,431
11,22,C,6.49,431
6,15,H,6.49,506
8,21,C,6.48,431
9,30,B,6.48,431
12,28,B,6.48,431
6,5,G,6.48,499
6,6,G,6.48,499
11,29,C,6.48,431
1,33,E,6.48,444
8,25,B,6.48,431
12,33,B,6.48,431
5,5,B,6.48,486
8,30,C,6.48,431
11,25,C,6.48,431
9,30,B,6.48,431
10,29,C,6.48,431
1,31,E,6.48,444
12,25,C,6.48,431
9,27,B,6.47,431
11,33,B,6.47,431
12,30,C,6.47,431
10,25,B,6.47,431
9,21,C,6.47,431
8,27,B,6.47,431
11,32,B,6.47,431
5,27,H,6.47,506
3,30,A,6.47,454
12,28,B,6.47,431
7,4,B,6.47,499
8,28,C,6.47,431
4,5,A,6.47,506
4,6,B,6.47,486
6,5,G,6.47,499
3,26,H,6.47,454
11,20,C,6.47,431
7,4,B,6.47,499
8,29,B,6.47,431
11,33,B,6.47,431
9,22,B,6.47,431
3,17,H,6.47,454
11,30,C,6.46,431
10,22,B,6.46,431
5,7,B,6.46,486
9,19,C,6.46,431
12,33,C,6.46,431
3,23,H,6.46,454
8,32,C,6.46,431
1,27,E,6.46,444
10,23,C,6.46,431
10,33,C,6.46,431
9,23,C,6.46,431
12,21,C,6.46,431
10,32,B,6.46,431
12,20,C,6.46,431
8,27,C,6.46,431
12,28,B,6.46,431
9,28,C,6.46,431
10,33,C,6.46,431
5,8,A,6.46,506
10,30,C,6.46,431
9,20,B,6.46,431
8,18,C,6.46,431
11,29,C,6.46,431
11,30,B,6.46,431
10,26,C,6.46,431
10,23,B,6.46,431
6,6,G,6.46,499
3,11,G,6.46,462
10,33,B,6.46,431
4,6,G,6.46,486
11,30,C,6.46,431
11,21,B,6.46,431
3,34,H,6.46,454
10,21,C,6.46,431
8,20,C,6.46,431
10,23,B,6.45,431
3,21,A,6.45,454
8,33,C,6.45,431
12,18,C,6.45,431
9,22,B,6.45,431
3,11,G,6.45,462
11,20,B,6.45,431
1,25,E,6.45,444
1,33,E,6.45,444
11,32,B,6.45,431
8,19,B,6.45,431
12,25,B,6.45,431
10,20,C,6.45,431
3,19,H,6.45,454
11,19,B,6.45,431
9,28,C,6.45,431
6,6,G,6.45,499
12,19,C,6.45,431
12,30,C,6.45,431
11,30,B,6.45,431
11,19,C,6.45,431
3,25,H,6.45,454
11,19,B,6.45,431
10,26,B,6.45,431
5,13,A,6.44,506
12,32,C,6.44,431
12,33,B,6.44,431
11,25,B,6.44,431
11,25,C,6.44,431
12,29,C,6.44,431
10,31,B,6.44,431
3,15,A,6.44,454
10,18,C,6.44,431
12,27,B,6.44,431
10,26,C,6.44,431
10,18,B,6.44,431
9,23,C,6.44,431
10,28,C,6.44,431
9,32,B,6.44,431
9,19,B,6.44,431
12,30,C,6.44,431
11,25,C,6.44,431
6,5,G,6.43,499
11,19,C,6.43,431
11,20,B,6.43,431
11,25,B,6.43,431
5,22,H,6.43,506
5,4,H,6.43,506
3,27,A,6.43,454
11,22,C,6.43,431
9,32,B,6.43,431
12,33,C,6.43,431
9,23,C,6.43,431
12,25,B,6.43,431
10,22,B,6.43,431
10,22,B,6.43,431
8,18,B,6.43,431
10,23,C,6.43,431
6,8,G,6.43,499
5,6,B,6.43,486
1,21,E,6.43,444
8,24,C,6.42,431
10,22,C,6.42,431
1,20,E,6.42,444
9,32,C,6.42,431
11,20,C,6.42,431
11,32,B,6.42,431
12,30,C,6.42,431
3,15,H,6.42,454
5,4,H,6.42,506
9,33,C,6.42,431
3,28,D,6.42,451
10,32,C,6.42,431
12,23,B,6.42,431
12,25,B,6.42,431
10,25,C,6.42,431
12,24,C,6.42,431
11,21,B,6.42,431
8,34,C,6.42,431
1,31,E,6.42,444
8,21,B,6.42,431
8,20,B,6.42,431
12,20,B,6.41,431
3,16,A,6.41,454
3,26,A,6.41,454
10,26,B,6.41,431
12,17,B,6.41,431
4,12,A,6.41,506
5,7,B,6.41,486
8,21,B,6.41,431
11,27,B,6.41,431
8,21,C,6.41,431
11,34,C,6.41,431
9,20,C,6.41,431
8,23,B,6.41,431
8,20,C,6.41,431
3,33,A,6.41,454
11,30,B,6.41,431
9,18,B,6.41,431
11,30,C,6.41,431
1,21,E,6.41,444
7,7,A,6.40,506
11,24,B,6.40,431
1,23,E,6.40,444
9,32,C,6.40,431
12,20,B,6.40,431
10,22,C,6.40,431
10,30,B,6.40,431
3,29,D,6.40,451
10,30,C,6.40,431
4,4,H,6.40,506
3,33,A,6.40,454
10,23,B,6.40,431
12,16,B,6.39,431
10,22,C,6.39,431
12,23,B,6.39,431
6,8,H,6.39,506
12,31,B,6.39,431
8,18,C,6.39,431
3,31,E,6.39,451
9,34,C,6.39,431
3,20,A,6.39,454
8,28,B,6.39,431
3,30,E,6.39,451
12,23,B,6.39,431
3,25,A,6.39,454
10,28,B,6.39,431
8,19,B,6.39,431
3,26,D,6.39,451
8,21,B,6.39,431
10,21,C,6.39,431
12,19,C,6.39,431
4,8,G,6.39,486
10,34,C,6.39,431
11,19,C,6.39,431
10,18,B,6.39,431
10,19,C,6.39,431
3,27,H,6.39,454
11,22,C,6.39,431
11,17,B,6.38,431
12,20,B,6.38,431
9,31,B,6.38,431
12,28,B,6.38,431
12,18,C,6.38,431
11,18,B,6.38,431
12,34,B,6.38,431
12,26,B,6.38,431
1,19,E,6.38,444
5,5,B,6.38,486
12,24,C,6.38,431
8,32,B,6.38,431
10,24,B,6.38,431
9,16,B,6.38,431
12,30,B,6.38,431
3,13,A,6.38,454
9,34,B,6.38,431
7,4,B,6.38,499
5,4,H,6.38,506
3,33,D,6.38,451
8,20,C,6.38,431
3,25,E,6.38,451
6,13,A,6.38,506
9,19,B,6.37,431
3,31,D,6.37,451
3,13,H,6.37,454
3,23,E,6.37,451
8,16,B,6.37,431
11,17,C,6.37,431
9,34,C,6.37,431
3,31,E,6.37,451
9,34,B,6.37,431
8,16,B,6.37,431
1,34,E,6.37,444
8,24,C,6.37,431
11,20,B,6.37,431
1,19,E,6.37,444
11,16,B,6.37,431
3,29,E,6.37,451
12,15,C,6.37,431
4,4,B,6.37,486
10,20,B,6.37,431
3,33,E,6.37,451
1,34,E,6.36,444
8,18,B,6.36,431
12,19,B,6.36,431
11,34,C,6.36,431
8,27,C,6.36,431
12,15,C,6.36,431
9,18,B,6.36,431
10,21,C,6.36,431
1,32,E,6.36,444
10,21,C,6.36,431
12,22,B,6.36,431
3,25,E,6.36,451
10,22,B,6.36,431
10,19,C,6.36,431
3,27,D,6.36,451
3,33,D,6.36,451
9,22,C,6.36,431
8,30,C,6.36,431
12,18,C,6.36,431
8,34,B,6.36,431
12,20,B,6.36,431
12,24,C,6.36,431
8,32,B,6.36,431
8,15,C,6.36,431
12,17,B,6.35,431
11,19,B,6.35,431
11,34,C,6.35,431
1,16,E,6.35,444
10,25,B,6.35,431
1,26,E,6.35,444
8,18,B,6.35,431
11,19,C,6.35,431
11,16,C,6.35,431
4,6,B,6.35,486
10,20,B,6.35,431
12,20,B,6.35,431
3,8,G,6.35,462
10,24,B,6.35,431
9,15,B,6.35,431
12,24,C,6.34,431
3,21,E,6.34,451
1,26,E,6.34,444
12,17,B,6.34,431
3,25,E,6.34,451
11,18,B,6.34,431
9,20,C,6.34,431
11,29,B,6.34,431
3,22,E,6.34,451
9,18,C,6.34,431
3,31,D,6.34,451
10,20,C,6.34,431
10,31,B,6.34,431
11,17,B,6.34,431
12,23,C,6.34,431
3,33,D,6.34,451
11,15,C,6.34,431
3,21,E,6.34,451
9,32,B,6.34,431
3,25,E,6.34,451
8,15,C,6.34,431
9,21,C,6.34,431
5,4,H,6.34,506
3,27,D,6.34,451
8,34,C,6.33,431
1,21,E,6.33,444
12,18,B,6.33,431
12,17,B,6.33,431
9,16,C,6.33,431
9,20,C,6.33,431
12,25,B,6.33,431
12,24,C,6.33,431
3,19,H,6.33,454
3,20,E,6.33,451
11,15,B,6.33,431
1,28,D,6.33,444
10,34,C,6.33,431
7,9,H,6.33,506
8,15,C,6.33,431
3,13,A,6.32,454
1,24,E,6.32,444
3,20,D,6.32,451
1,26,E,6.32,444
6,4,G,6.32,499
10,32,C,6.32,431
8,15,B,6.32,431
9,16,C,6.32,431
8,30,C,6.32,431
3,19,E,6.32,451
12,17,C,6.32,431
12,15,B,6.32,431
12,22,B,6.32,431
3,22,E,6.32,451
10,19,C,6.32,431
8,34,B,6.32,431
3,20,D,6.32,451
11,25,B,6.31,431
12,34,B,6.31,431
10,25,B,6.31,431
11,33,B,6.31,431
4,4,B,6.31,486
9,31,C,6.31,431
11,33,C,6.31,431
10,23,C,6.31,431
8,24,C,6.31,431
10,17,B,6.31,431
12,17,B,6.31,431
3,28,D,6.31,451
1,30,D,6.31,444
12,16,B,6.31,431
10,20,B,6.31,431
10,21,B,6.31,431
10,34,C,6.31,431
4,11,G,6.31,486
9,19,B,6.31,431
8,29,B,6.31,431
12,18,B,6.31,431
11,33,B,6.31,431
12,16,B,6.31,431
3,26,D,6.31,451
4,4,B,6.31,486
3,14,A,6.31,454
10,17,B,6.31,431
12,19,B,6.30,431
12,34,B,6.30,431
9,30,B,6.30,431
10,17,C,6.30,431
12,28,B,6.30,431
1,32,E,6.30,444
12,26,B,6.30,431
5,31,F,6.30,443
1,25,D,6.30,444
10,13,B,6.30,431
3,31,E,6.30,451
9,31,C,6.30,431
12,25,C,6.30,431
3,11,A,6.30,454
8,12,C,6.30,431
9,12,C,6.30,431
10,25,C,6.30,431
9,27,C,6.30,431
5,29,F,6.30,443
1,28,D,6.30,444
8,15,B,6.30,431
9,12,B,6.30,431
12,19,C,6.30,431
5,29,F,6.30,443
3,10,H,6.30,454
1,23,D,6.30,444
3,28,D,6.30,451
3,20,D,6.29,451
9,15,B,6.29,431
11,19,C,6.29,431
3,18,E,6.29,451
8,27,B,6.29,431
5,28,F,6.29,443
3,33,E,6.29,451
2,26,E,6.29,444
12,34,B,6.29,431
8,25,C,6.29,431
11,13,B,6.29,431
5,32,F,6.29,443
9,20,C,6.29,431
3,10,A,6.29,454
1,31,D,6.29,444
4,6,H,6.29,506
1,26,D,6.29,444
1,28,E,6.29,444
3,21,E,6.29,451
10,33,C,6.29,431
2,25,E,6.29,444
5,8,A,6.29,506
2,25,D,6.29,444
12,25,C,6.29,431
6,4,H,6.29,506
11,18,C,6.29,431
3,8,G,6.29,462
12,32,B,6.29,431
3,23,D,6.28,451
8,27,C,6.28,431
3,19,D,6.28,451
8,12,C,6.28,431
9,34,C,6.28,431
3,24,E,6.28,451
12,13,C,6.28,431
3,6,G,6.28,462
3,24,D,6.28,451
11,13,C,6.28,431
2,26,E,6.28,444
3,32,D,6.28,451
3,22,D,6.28,451
9,18,C,6.28,431
2,33,D,6.28,444
4,7,H,6.28,506
8,15,B,6.28,431
2,29,D,6.28,444
12,31,B,6.28,431
5,25,F,6.28,443
8,17,B,6.28,431
3,14,A,6.28,454
5,33,F,6.28,443
11,19,B,6.28,431
10,21,C,6.28,431
9,16,B,6.27,431
9,24,C,6.27,431
2,28,E,6.27,444
12,12,B,6.27,431
3,19,D,6.27,451
11,34,C,6.27,431
5,28,F,6.27,443
3,11,A,6.27,454
2,28,E,6.27,444
1,32,D,6.27,444
1,30,D,6.27,444
11,31,B,6.27,431
3,26,A,6.27,454
9,18,B,6.26,431
9,33,B,6.26,431
1,32,D,6.26,444
3,24,D,6.26,451
2,28,E,6.26,444
1,31,D,6.26,444
5,32,F,6.26,443
9,24,C,6.26,431
11,20,C,6.26,431
10,24,B,6.26,431
8,12,C,6.26,431
3,9,A,6.26,454
12,13,C,6.26,431
10,25,B,6.26,431
5,28,C,6.26,440
5,21,F,6.26,443
3,16,D,6.26,451
8,16,B,6.26,431
1,20,D,6.26,444
5,22,F,6.26,443
12,11,B,6.26,431
2,22,E,6.26,444
11,13,C,6.26,431
1,33,D,6.26,444
5,27,C,6.26,440
11,17,C,6.26,431
3,24,E,6.26,451
8,14,B,6.26,431
3,9,A,6.26,454
3,16,D,6.26,451
3,18,E,6.26,451
5,31,C,6.25,440
3,25,E,6.25,451
9,24,B,6.25,431
3,9,H,6.25,454
5,30,F,6.25,443
5,30,F,6.25,443
1,29,D,6.25,444
12,20,C,6.25,431
11,23,B,6.25,431
3,14,A,6.25,454
3,18,E,6.25,451
1,26,D,6.25,444
3,26,D,6.25,451
8,24,C,6.25,431
9,33,C,6.25,431
9,18,B,6.25,431
3,8,A,6.25,454
4,28,C,6.25,440
5,28,C,6.25,440
8,17,B,6.25,431
8,34,B,6.25,431
11,13,B,6.25,431
2,32,D,6.25,444
10,18,C,6.25,431
3,21,E,6.25,451
9,12,C,6.24,431
2,25,E,6.24,444
3,31,D,6.24,451
8,14,C,6.24,431
5,27,C,6.24,440
5,30,F,6.24,443
2,32,E,6.24,444
1,24,E,6.24,444
2,22,D,6.24,444
10,33,B,6.24,431
9,24,B,6.24,431
11,13,B,6.24,431
4,31,F,6.24,440
1,21,D,6.24,444
3,10,A,6.24,454
10,34,C,6.24,431
5,32,F,6.24,443
10,23,C,6.24,431
2,29,D,6.24,444
7,9,H,6.24,506
1,17,E,6.24,444
2,25,E,6.24,444
2,25,E,6.24,444
5,25,C,6.24,440
